-47	31
-98	-13
60	14
41	4
-44	-40
-67	69
-89	-9
23	25
-67	-40
5	87
34	-51
8	43
83	-90
98	-85
22	70
-25	75
1	-23
-38	-40
92	-97
65	-52
-36	98
-84	-25
-11	39
-100	22
99	6
8	33
55	-84
-24	37
-73	-26
53	49
-56	-73
24	45
-96	-4
91	70
44	-46
67	61
30	-45
-1	30
77	-2
-65	-15
-69	90
2	7
27	30
81	-21
-22	-75
6	-98
70	-90
90	75
7	80
-66	10
-90	64
66	10
-6	42
-92	29
-73	-61
19	30
47	-54
-41	27
25	37
53	-69
40	22
-58	30
-4	49
9	-61
100	43
50	-91
7	15
20	-100
30	-16
-87	14
-5	-28
-59	-81
-91	94
-49	49
15	-6
-21	-90
-58	89
-50	-59
32	100
14	71
-62	71
-1	69
-46	-34
-83	-33
80	12
39	-80
32	48
-87	83
65	90
60	-4
89	-89
34	3
82	73
-27	-19
41	27
47	58
95	26
-30	33
47	-99
-19	60
84	79
-12	-40
79	19
-84	39
-86	-95
21	82
-88	-38
8	60
-80	2
-15	-10
-65	-68
-8	16
92	-24
-5	-20
68	25
-47	83
30	-97
31	-62
-81	48
-74	-35
-76	18
81	-84
25	-96
-56	-7
29	-2
-25	-41
1	-94
-2	-64
-41	18
9	-25
-17	36
-47	21
24	-54
97	-79
-75	-80
-87	55
18	-11
-86	-81
-5	12
-45	54
28	-25
73	-10
22	-75
-90	-54
-28	-94
-33	-52
28	-7
-32	41
-53	87
-95	25
74	-40
-22	-97
-22	-70
-56	-86
18	66
35	-21
61	-38
72	-71
-97	-81
-85	-67
-19	-80
58	-46
-19	-64
-58	35
-89	-15
63	-44
-79	40
-92	-66
-48	43
13	-87
-58	-92
5	-42
-60	60
-63	-3
41	-21
-68	53
65	96
-73	78
-30	-68
-37	13
71	-16
54	-51
-16	94
-92	21
-10	50
3	65
18	11
-71	95
42	-67
-10	6
85	60
-28	80
-85	-57
-37	69
63	1
-31	-47
-49	-30
76	54
-12	-94
-28	98
